id,word,category,origin_language,priority,hook
166,starboard,compound_hidden,old english,10,"From Old English 'steorbord' — the steer-board side (steor = rudder/steering paddle, bord = ship's side). Before rudders, ships were steered with an oar mounted on the right-hand side; sailors docked on the opposite side to protect the oar, which is why the left side became the docking — or 'port' — side."
167,hangnail,folk_etymology,old english,10,"Corrupted from Old English 'angnægl' — ang (tight, painful) + nægl (nail, originally meaning an iron nail-head, not a fingernail). The word once meant a hard corn on the foot. When 'ang-' became unrecognisable, speakers reinterpreted it as 'hang' and shifted the referent to the torn skin beside a fingernail — a complete folk-etymology makeover."
168,hussy,semantic_shift,old english,10,"A contracted form of Middle English 'husewif' (housewife), from Old English hus (house) + wif (woman). In the 1520s 'hussy' and 'housewife' were the same word in casual vs. careful speech; by 1650 the contracted form was drifting toward 'a woman of improper behaviour,' and by the mid-1700s the split was complete — one form respectable, the other an insult."
169,aftermath,compound_hidden,old english,10,"From Old English 'after' + 'mæð' (a mowing), related to the verb māwan (to mow). The literal meaning, attested in the 1520s, was the second crop of grass that grew after the first was cut. The figurative sense of 'consequences following a destructive event' developed by the mid-1600s, but the harvesting image is still in the word."
170,werewolf,compound_hidden,old english,10,"From Old English 'werewulf' — wer (adult male human; the same root as in 'world') + wulf (wolf). The prefix wer-, which once meant man in several Germanic languages, survived in English only inside this one compound; everywhere else, 'man' displaced it, leaving werewolf as a fossil preserving a word otherwise extinct in English."
171,hector,greek_myth,greek,10,"By the 1650s London slang had twisted the name of Homer's noblest Trojan warrior into a verb meaning 'to bully and bluster' — the sharpest possible irony, since Hector had been a byword for heroic virtue since Chaucer. The semantic U-turn happened because street gangs of Restoration London called themselves 'Hectors' and acted anything but."
172,hermetic,greek_myth,greek,5,"Every vacuum-sealed jar is named after Hermes Trismegistus ('Thrice-Great Hermes'), a legendary Greco-Egyptian alchemist-deity credited with inventing an airtight glass-tube seal. 'Hermetically sealed' entered English in the 1600s from alchemical manuscripts, meaning literally 'closed by the method of Hermes.'"
173,epicurean,greek_myth,greek,10,"Epicurus (341–270 BC) actually taught modest pleasures and tranquil contentment (ataraxia), not gluttony — his Stoic rivals deliberately smeared his philosophy as sensual excess. By the 1560s 'epicurean' had completed the hostile takeover, permanently lodging the rival faction's lie in the English language."
174,cynic,greek_myth,greek,10,"The Cynics got their name from Kynosarges ('Place of the White Dog'), the Athenian gymnasium where founder Antisthenes taught — though the 'dog-like' tag (Greek kynikos, from kyōn, 'dog') also stuck because Diogenes famously slept in a barrel and begged like a stray. Both stories are confirmed; the school literally taught philosophy at the Dog Yard."
175,sarcasm,greek_myth,greek,5,"From Greek sarkazein — literally 'to strip flesh from bone, as dogs do' — from sarx ('flesh, piece of meat'). The word entered English in the 1570s via Late Latin sarcasmus, still carrying the visceral image of teeth tearing into tissue long before it softened into a merely cutting remark."
176,cemetery,greek_myth,greek,10,"Early Christian writers deliberately chose Greek koimeterion ('sleeping place, dormitory,' from koiman 'to put to sleep') over the pagan word for graveyard, encoding the theology of resurrection into the very noun — a burial ground was not where the dead ended but where they slept, waiting. The displaced Old English word, licburg, simply meant 'corpse-town.'"
177,sycophant,greek_myth,greek,10,"Greek sykophantēs means literally 'one who shows the fig' (sykon = fig, phainein = to show), but not because ancient informers reported stolen figs — that theory is explicitly rejected by the OED. The real referent was an obscene hand gesture (thumb thrust between fingers), making every flatterer a secret obscene-gesture-man frozen in etymology."
178,phosphorus,greek_myth,greek,10,"Phosphoros was the Greek name for the morning star (Venus at dawn), meaning 'torchbearer' (phōs = light, phoros = bearer). When Hamburg alchemist Henning Brand isolated a glowing substance from urine in 1669 — the first element discovered by a named individual — the ancient starname stuck perfectly, because the element literally shone in the dark."
179,lethargy,greek_myth,greek,10,"Lethargy fuses two Greek words: lēthē — the mythical river in Hades whose waters erased all memory — and argos ('idle, inactive'). A word for tiredness is secretly built from the name of Hell's amnesia-river; every time someone calls you lethargic they are accusing you of drinking from the underworld."
180,morphine,greek_myth,greek,5,"In 1816 German apothecary Friedrich Sertürner named his newly isolated compound after Morpheus, Ovid's god of dreams, because it induced vivid sleep. Morphine became one of the first pharmaceutical drugs named after a deity to describe its psychoactive action — and one of the earliest isolations of an active compound from a plant at all."
181,labyrinth,greek_myth,greek,5,"The word traces to Greek labyrinthos — specifically the structure Daedalus built to imprison the Minotaur at Knossos — but the root itself may be pre-Greek: possibly Lydian labrys ('double-edged axe'), making the labyrinth literally 'the palace of the double axe,' a royal symbol found carved throughout the actual ruins of Knossos."
182,rival,latin_root,latin,10,From Latin rivalis — literally 'one who shares the same stream (rivus).' Roman neighbors who drew water from the same watercourse were rivals because water-rights disputes were fierce; the word migrated from fighting over streams to fighting over anything.
183,sinister,semantic_shift,latin,10,"Latin sinister simply meant 'left hand.' Roman augurs watching birds for omens saw left-side flights as unlucky, so 'sinister' picked up the meaning 'unfavorable, evil' — purely because of which arm pointed that way."
184,candidate,latin_root,latin,5,"From Latin candidatus, 'one dressed in white': Roman office-seekers wore a toga candida — a bright white toga chalked to a dazzling gleam — to signal purity and fitness for office. Every modern candidate is still wearing that toga."
185,trivial,compound_hidden,latin,10,"From Latin trivialis, 'of the crossroads' (tri = three, via = road). A trivium was a busy junction where three roads met; gossip and idle chatter happened there, so 'trivial' came to mean commonplace and unimportant."
186,focus,latin_root,latin,5,"Latin focus meant 'fireplace, hearth' — the literal center of a Roman home where the family gathered. Kepler borrowed it in 1604 to describe the burning convergence point of a lens, and from there it became 'center of attention.'"
187,calculate,latin_root,latin,10,"From Latin calculus, 'small pebble.' Romans did arithmetic by sliding pebbles along grooved counting boards — to calculate was literally 'to pebble.' The same root also gave us kidney stones (calculi) and calculus the branch of mathematics."
188,tribulation,latin_root,latin,10,"From Latin tribulum, the heavy wooden threshing-sledge studded with iron teeth used to beat wheat and separate grain from chaff. Late Latin transferred the image: human suffering is being dragged over the tribulum, ground down like grain."
189,recalcitrant,latin_root,latin,10,"From Latin recalcitrare, 'to kick back' — originally describing a horse or mule that lashes out with its heels at a rider. The word entered English in 1823 to describe people who, like a stubborn mule, refuse to be driven."
190,supercilious,latin_root,latin,10,"From Latin supercilium — literally 'eyebrow' (super = above, cilium = eyelid). The Roman word for haughtiness was simply 'eyebrow' because the physical gesture of raising one's brow at something expressed contempt. Disdain is baked into the word's anatomy."
191,vanilla,latin_root,latin,10,"Spanish vainilla is a diminutive of vaina ('sheath'), from Latin vagina — which first meant the sheath of a sword or the hull of a grain. Spanish explorers named the plant for its pod-shaped seed case, not for any flavour. The word for the world's most popular flavour is Latin for 'little sheath.'"
192,pecuniary,latin_root,latin,10,"From Latin pecunia ('money'), derived from pecus ('cattle, flock'). In early Rome, cattle were the primary measure of wealth — a rich man was literally a man with many cows. Cicero noted that pecunia still transparently meant 'wealth in cattle' in his day."
193,plumber,latin_root,latin,10,"From Latin plumbarius, 'worker in lead' (plumbum = lead). Roman water pipes were made of lead, so a plumber was literally a lead-worker. Lead's chemical symbol Pb and the plumber who fixes your pipes both come from the same Roman word."
194,easel,compound_hidden,latin,10,"From Dutch ezel, meaning 'donkey,' from Latin asinus. Dutch painters of the 17th century called the wooden stand that held their canvases a 'donkey' because it carried the load of their work — the same metaphor used in 'sawhorse' and 'clotheshorse.'"
195,inaugurate,latin_root,latin,10,"From Latin inaugurare, 'to take omens from bird flight.' Roman augurs would watch the sky for hours before any major ceremony; only if the birds flew correctly could a leader be installed. Every presidential inauguration is still, etymologically, a bird-watching ritual."
196,pagan,semantic_shift,latin,10,"Latin paganus meant 'village peasant, country dweller' (from pagus, 'rural district'). When Christianity spread through Roman cities first, the rural holdouts who still kept old gods were mocked with this word — a city-dweller's insult for country folk that became theology."
197,january,latin_root,latin,10,"Named for Janus, the Roman god of doorways and thresholds (ianua = door), depicted with two faces — one looking back at the old year, one forward into the new. January is literally the month of the door between years."
198,explode,semantic_shift,latin,5,"From Latin explodere, 'to drive an actor off stage by loud clapping and booing' (ex = out, plaudere = to clap). When Romans disliked a performance they 'exploded' it — drove the performer away with noise. The theatrical hiss became the word for a bomb."
199,delirious,compound_hidden,latin,5,"From Latin delirare, literally 'to go off the furrow' — de (off) + lira (the plowed furrow in a field). A farmer plowing a straight line who veers wildly off course is delirious. Mental madness borrowed the image of a broken furrow."
200,preposterous,compound_hidden,latin,10,"From Latin praeposterus, literally 'before-behind' (prae = before, posterus = coming after). Romans used it for putting the cart before the horse — having what should be last come first. The word is itself a picture of the absurdity it describes."
201,fascinate,latin_root,latin,10,"From Latin fascinare, 'to bewitch, cast the evil eye,' from fascinus — a phallic amulet worn by Romans to ward off envy and curses. Pliny called it a remedy against the evil eye. The word for being spellbound by someone comes from a Roman lucky charm."
202,arena,latin_root,latin,10,Latin harena simply meant 'sand.' The floors of Roman amphitheaters were spread with sand specifically to absorb the blood of gladiatorial combat. The word for any competitive venue is literally the sand that soaked up blood.
203,cannibal,native_american,taino,5,"Columbus heard the Taino word 'caniba' for the feared Carib people and wrote it down thinking it meant 'subjects of the Great Khan of Asia' — the word spread through Spanish as 'canibal' and became the English word for human flesh-eaters, all because Columbus was convinced he had reached Asia."
204,axolotl,native_american,nahuatl,10,"From Nahuatl 'atl' (water) + 'xolotl' (male servant), literally 'water servant' — the same Xolotl is the Aztec dog-god who guides the dead through the underworld, making the axolotl a creature named after a psychopomp deity."
205,powwow,semantic_shift,algonquian,10,"Originally from Narragansett 'powwaw' — a shaman or medicine man, literally 'one who dreams' (Proto-Algonquian *pawe:wa); by the 1810s English speakers had stripped it of its spiritual meaning entirely and reused it to mean any informal business meeting."
206,chipotle,native_american,nahuatl,10,"A Nahuatl compound hidden in plain sight on every taco truck menu: 'chilli' (chili pepper) + 'poctli' (smoke), meaning literally 'smoked chili' — the Aztecs smoked jalapeños as a preservation technique centuries before the word entered English in 1950."
207,quinine,native_american,quechua,10,"From Quechua 'kina' (bark of the cinchona tree), the antimalarial compound the Inca had used for generations before Spanish Jesuit missionaries brought it to Europe in the 1630s — it went on to save millions of lives and became the world's most important medicine for two centuries."
208,guacamole,native_american,nahuatl,10,"The Nahuatl compound 'ahuaca-molli' — 'ahuacatl' (avocado) + 'molli' (sauce) — entered English in 1913 and has been on menus ever since; 'molli' is also the root of 'mole' (the Mexican sauce), so every time you order guac and mole you are speaking almost pure Nahuatl."
209,jerky,native_american,quechua,10,"Has nothing to do with 'jerking' motion — it comes from Quechua 'ch'arki' (dried flesh), the Andean preservation technique the Inca perfected at altitude; Spanish colonists called it 'charqui' and English speakers eventually clipped it to 'jerky' by the 1850s."
210,tomato,native_american,nahuatl,5,"From Nahuatl 'tomatl', meaning 'the swelling fruit' (from 'tomana', to swell); Europeans called it 'love apple' for 150 years and refused to eat it, growing it only as an ornamental plant — Thomas Jefferson had to champion it in 1789 before Americans would touch it."
211,raccoon,native_american,algonquian,10,"From Powhatan 'arahkun', literally 'he scratches with the hands' — Captain John Smith recorded 'raugroughcum' in 1608; the same root gave rise to the 'coon' abbreviation that became the Whig Party's political symbol in the 1840s, when the raccoon-skin cap was standard campaign iconography."
212,skunk,native_american,algonquian,10,"From Massachusett/Abenaki Algonquian, a compound of 'shek' (to urinate) + 'aakw' (fox) — literally 'urinating fox'; a 1636 French observer called the animal 'enfants du diable' (children of the devil), and an 18th-century Jesuit missionary wrote that Europe should congratulate itself for being unacquainted with this cursed beast."
213,barbecue,native_american,taino,5,"From Taino/Arawakan 'barbakoa' — a raised wooden framework of sticks on posts, used for sleeping or curing meat; Spanish colonists borrowed the word for the cooking structure, not the fire, so 'barbecue' originally meant the grill itself, not what you did with it."
214,hammock,native_american,taino,10,"From Taino/Arawakan 'hamaca', apparently meaning 'fish nets' — the hanging sleeping net Columbus saw in the Caribbean in 1492 was so alien to Europeans that they borrowed the word wholesale; when the word reached Dutch and German, they reinterpreted it by folk etymology as 'hangmat' and 'Hangmatte' (hang-mat)."
215,opossum,native_american,algonquian,10,"From Powhatan 'opassum', equivalent to a Proto-Algonquian term meaning 'white dog' — the first European description of a marsupial in North America, documented around 1600; the animal's habit of feigning death gave English the phrase 'playing possum' by 1822."
216,chipmunk,native_american,algonquian,10,"From Ojibwe 'ajidamoo', literally 'one who descends headfirst' — named for the way the animal runs headlong down trees; English speakers heard 'chitmunk' and reshaped it by association with 'chip' and 'mink', erasing the vivid original image of a headfirst diver."
217,ocelot,native_american,nahuatl,10,"From Nahuatl 'tlalocelotl' — a compound of 'tlalli' (field) + 'ocelotl' (jaguar), meaning 'field jaguar'; French naturalist Buffon coined the French form in the 18th century from the Nahuatl, and the big-cat name entered English in 1775 via French scientific nomenclature."
218,jaguar,native_american,tupi,10,"From Tupi 'jaguara', originally meaning 'any large beast of prey' — not specifically the spotted cat; the same Tupi root gave 'jacare' for alligator, suggesting the Tupi used 'jaguara' as a catch-all for dangerous apex predators, and Europeans narrowed it to one species."
219,tapioca,native_american,tupi,10,"From Tupi 'tipioca' — 'tipi' (residue, dregs) + 'og' (to squeeze out), literally describing the process of squeezing cassava root to extract the starchy liquid that, when dried, becomes the white pearls; the name is essentially a recipe instruction in two syllables."
220,tobacco,native_american,taino,5,"From Taino 'tabaco' — either the rolled leaf itself or the forked pipe used to inhale it (scholars still debate which); Columbus's men encountered it in 1492, the word spread through Spanish into all European languages, and the island of Tobago may itself be named after the smoking pipe."
221,currant,placename,greek,10,"The small berry has nothing to do with its namesake city: 'currant' is a corruption of 'raisins of Corauntz' — raisins exported from Corinth, Greece. By the 1570s, English botanists borrowed the name for an entirely unrelated Northern European berry simply because it looked similar."
222,peach,placename,latin,10,"Romans called it 'malum Persicum' — the Persian apple — because the fruit reached Europe via Persia, even though it is actually native to China. The word shrank from 'Persicum' through Old French 'pesche' into the modern 'peach', erasing both Persia and the apple."
223,turkey,placename,english,5,"The American bird was named after the wrong country: European traders first called guinea fowl 'turkey birds' because they arrived via Ottoman (Turkish) trade routes from Africa. When Spanish explorers brought the New World bird back in the 1500s, the same name stuck — cementing a geographic blunder in English for centuries."
224,cravat,placename,french,5,"Your neck-tie is named after Croatia. In the 1650s, Croatian cavalry ('Cravates' in French) fighting in the Thirty Years' War wore distinctive linen scarves knotted at the throat; Parisian fashion seized on the look, and the word 'cravat' — simply 'Croatian' — became the standard term for the garment."
225,spa,placename,walloon,10,"Every modern day spa, hot tub resort, and wellness retreat takes its name from a single Belgian town: Spa, in the Ardennes, whose iron-rich mineral springs have drawn visitors since the 14th century. The town's name itself comes from Walloon 'espa', meaning simply 'fountain'."
226,bayonet,placename,french,5,"The blade attached to a rifle barrel is named after Bayonne, a Basque city in southwest France, where these short daggers were supposedly first manufactured in the early 17th century. By the 1670s the term shifted from a standalone dagger to the muzzle-mounted infantry weapon that changed warfare."
227,copper,placename,latin,10,"The metal's English name traces directly to the island of Cyprus, the ancient world's primary source of copper. Romans called it 'aes Cyprium' (Cyprian metal), which contracted to Late Latin 'cuprum' and eventually became 'copper' — meaning the periodic table symbol Cu is literally an abbreviation for Cyprus."
228,magnet,placename,greek,10,"The Greeks called it 'ho Magnes lithos' — the Magnesian stone — after Magnesia, a region in ancient Thessaly where ore with magnetic properties was mined. That regional nickname traveled through Latin into every Western European language, making a remote corner of ancient Greece the hidden root of everything from MRI machines to compass needles."
229,champagne,placename,french,5,"The world's most celebrated drink is simply named for the flat, chalky region northeast of Paris: Champagne, from Latin 'campania' meaning open countryside. 'Vin de Champagne' entered English in the 1660s; the irony is that the very word 'campaign' (a military venture across open terrain) shares the same Latin root."
230,cashmere,placename,sanskrit,10,"The luxurious fabric is named after Kashmir, the Himalayan region whose long-haired goats produce the famously soft fiber. The place name itself derives from Sanskrit 'Kashypamara', said to mean 'land of the sage Kashyap' — making your cashmere sweater an indirect reference to an ancient Indian sage."
231,muslin,placename,italian,10,"The sheer cotton fabric takes its name from Mosul, a city in what is now northern Iraq, where fine woven cloth was produced and traded. The word traveled from Arabic into Italian as 'mussolina' (from 'Mussolo', the Italian name for Mosul), then through French into English around 1600."
232,damask,placename,french,10,"The richly patterned woven cloth — and the deep pink rose — both carry the name of Damascus, the Syrian capital that was a medieval center of textile craftsmanship. When the fabric arrived in 14th-century Europe, merchants simply called it 'cloth from Damascus'; the city's name has been woven into the English language ever since."
233,meander,placename,greek,10,"To meander is to wander like a specific river: the Maeander (modern Büyük Menderes) in Caria, western Turkey, was so famous for its winding, looping course that the Greeks used its name as a common verb. The river still snakes across the Turkish plain today, centuries after it donated its name to the English language."
234,marathon,placename,greek,5,"The 26-mile race is named after Marathon, a plain near Athens where the Greeks defeated the Persian army in 490 BCE. According to legend, a runner carried news of the victory to Athens — a story dramatic enough that the 1896 Olympics invented a race to commemorate it, fixing the distance as 26 miles 385 yards only after 1924."
235,tangerine,placename,french,10,"The fruit is named after Tangier, Morocco, the North African port from which it was shipped to Britain in the early 19th century. 'Tangerine orange' first appeared in print in 1820; the color name followed in 1899 — meaning a Moroccan seaport gave its name to both a citrus fruit and a shade of orange."
236,canary,placename,latin,5,"The yellow songbird takes its name from the Canary Islands — but the islands themselves are named after dogs, not birds. Roman writers called them 'Insula Canaria' (Island of Dogs) for the large dogs found there, from Latin 'canis'. The birds exported from the islands in the 16th century inherited the island's name, so every canary in a cage is named after a dog."
237,laconic,placename,greek,5,"Brevity of speech is literally 'Spartan' — 'laconic' comes from Lakonikos, meaning 'of Laconia', the region of ancient Greece whose capital was Sparta. The Spartans were so famously curt that when Philip of Macedon threatened to invade and 'raze Sparta to the ground', the Spartan reply was a single word: 'If.'"
238,frank,placename,old_french,10,"To be frank — open and candid — is etymologically to be a Frank: the Germanic tribal people who conquered Gaul in the 5th century. Because the Franks were the ruling class, only they held the status of free citizens in a world of serfs and slaves; their tribal name became synonymous with freedom, then candor, before the Franks themselves were forgotten."
239,bedlam,placename,english,5,"Bedlam — meaning wild chaos — is a slurred pronunciation of Bethlehem: specifically the Hospital of Saint Mary of Bethlehem in London, which became a lunatic asylum by 1402. By the 1660s 'Bedlam' had drifted from the name of one notorious institution to a general word for any scene of mad confusion."
240,jungle,semantic_shift,sanskrit,5,"The Sanskrit root jangala-s meant arid, sparsely treed wasteland — the exact opposite of dense vegetation. By the time it passed through Hindi into English in 1776, 'jungle' had completely flipped to mean impenetrable overgrowth."
241,thug,sanskrit_loanword,sanskrit,5,The word entered English in 1810 to describe a specific secret cult in India — the Thuggee — who ritually strangled victims with handkerchiefs as offerings to the goddess Kali. Only after British colonial crackdowns in the 1830s did 'thug' drift into a generic word for any violent ruffian.
242,chintz,semantic_shift,sanskrit,10,"Sanskrit chitra-s meant 'bright, clear, variegated' — an entirely positive descriptor. The word entered English in the 1610s as a vibrant printed fabric, but by 1851 the cheapness of the cloth had flipped its meaning: 'chintzy' now means stingy or tacky."
243,gymkhana,semantic_shift,hindi,10,"The original Hindustani gend-khana simply meant 'ball court' — a racquet house. When English speakers adopted it around 1854, they mashed it with 'gymnasium,' completely reshaping it into a word for equestrian competitions that has nothing to do with balls or courts."
244,swastika,semantic_shift,sanskrit,5,"Sanskrit svastika means 'being fortunate' — from su ('well') and asti ('is'), literally 'it is good.' For 5,000 years across Hindu, Buddhist, and Jain traditions it was a symbol of luck and prosperity; by 1932 English dictionaries were forced to add a second definition: the Nazi emblem."
245,karma,semantic_shift,sanskrit,5,Sanskrit karma means 'action' or 'deed' — the technical term for a metaphysical law governing rebirth across lifetimes in Hindu and Buddhist philosophy. It entered English in 1800 with that precise theological meaning; by 1989 Western pop culture had reduced it to a casual concept of cosmic payback.
246,cheetah,sanskrit_loanword,sanskrit,10,"Sanskrit chitraka meant 'speckled one' — from chitra ('distinctively marked, variegated'), describing the animal's spotted coat. The same root gave English 'chintz,' the printed cotton fabric: both a wild cat and a household fabric share a Sanskrit ancestor meaning 'brightly patterned.'"
247,catamaran,sanskrit_loanword,tamil,10,Tamil kattu-maram is a transparent compound: kattu means 'to tie' and maram means 'wood' — a tied-wood raft. This humble description of lashing logs together entered English in the 1670s and became the name for the twin-hulled racing sailboats that now dominate Olympic competition.
248,pariah,semantic_shift,tamil,10,"Tamil paraiyar were drummers — people whose hereditary duty was beating the large parai drum at festivals. Colonial-era Europeans misapplied the term to all low-caste Indians, and by 1819 English had stripped out the occupation entirely, turning a professional title into a universal word for social outcast."
249,placebo,medical_coinage,latin,5,"Latin for 'I shall please' (future tense of placere), the word first meant hired mourners at medieval funerals who sang a vespers psalm beginning 'Placebo Domino.' By 1785 it had shifted to medicine: a pill given 'more to please than to benefit the patient.'"
250,hysteria,medical_coinage,greek,5,"From Greek hystera, 'uterus.' Hippocrates coined the diagnosis in the 5th century BC, attributing a vast range of female ailments — heartburn, vertigo, jealousy — to a 'wandering womb' that migrated around the body causing chaos."
251,gauze,placename,arabic,10,"Almost certainly named after Gaza, the Palestinian city whose weavers produced a famously diaphanous fabric traded along medieval Silk Road routes; the word reached English via French gaze and Spanish gasa, with Arabic qazz ('raw silk') as the likely root."
252,jersey,placename,english,10,"Named for the Channel Island of Jersey, whose fishermen and knitters built a 16th-century reputation for fine wool stockings. The earliest written record dates to 1583; by the 1840s the word had expanded from the island's fabric to the garment itself."
253,khaki,placename,persian,10,"From Urdu khaki meaning 'dusty,' derived from Persian khak, 'dust or earth.' British cavalry in India adopted the dust-coloured uniform in 1846 precisely because it didn't show dirt and provided natural camouflage — the word arrived in English along with the cloth."
254,lens,latin_root,latin,10,"Latin for 'lentil.' When 17th-century opticians needed a word for their double-convex glass discs, they reached for the humble legume: a lentil seed and an optical lens are the same plano-convex shape. The first recorded optical use is from the 1690s."
255,iris,greek_myth,greek,10,"Iris was the Greek goddess of the rainbow and messenger of the gods. Because the colored ring of the human eye can appear in so many hues, the physician Rufus of Ephesus named it after her around the 1st–2nd century CE — a goddess's name now inside every eye."
256,pupil,latin_root,latin,10,"From Latin pupilla, 'little doll' (diminutive of pupa, 'girl'). When you look closely into someone's dark pupil, you see a tiny reflected image of yourself — the Romans thought it looked like a miniature doll, and named the eye's aperture accordingly."
257,atom,latin_root,greek,10,"From Greek atomos, 'uncuttable' (a- 'not' + tomos 'cut'). Democritus proposed around 440 BCE that matter, if divided endlessly, would reach a point impossible to split further. We now know atoms are very much cuttable — but the 2,500-year-old name stuck."
258,gas,literary_coinage,greek,10,"Invented from scratch in 1648 by Belgian chemist Jan Baptist van Helmont, who deliberately modelled the word on Greek khaos ('void, chasm') — in Dutch his pronunciation of 'gh' sounded like the 'ch' in chaos. He needed a term for the mysterious air-like vapours he was discovering in his lab."
259,virus,latin_root,latin,10,"Latin virus meant 'poison, venom, slime' — originally the foul fluid secreted by a wound. The word entered English in the 14th century as just 'poisonous substance'; in 1898 Dutch microbiologist Martinus Beijerinck resurrected it for his newly discovered, filterable pathogen smaller than any known bacterium."
260,hormone,medical_coinage,greek,10,"Coined in 1905 by British physiologist Ernest Starling, who consulted a Cambridge classics scholar for a suitable Greek root. They chose hormon, from horman 'to urge, set in motion' — a perfect description for the body's chemical messengers that prod distant organs into action."
261,magenta,placename,italian,10,"French chemist François Verguin patented a vivid crimson-pink aniline dye in 1859, originally calling it fuchsine. Just weeks later, Napoleon III's forces defeated Austria in the bloodbath at the Battle of Magenta (4 June 1859), and the colour was immediately renamed to commemorate the victory."
262,taffeta,persian,persian,10,"From Persian tafta, the past participle of taftan meaning 'to twist, spin, weave.' The name itself describes how the fabric is made: the word for the cloth is literally 'that which has been twisted.' It travelled from Persia through Arabic, then Italian and French, into English by the 14th century."
263,aspirin,eponym,german,10,"Bayer registered the brand name in 1899 from three components: 'A' for acetyl, 'spir' from Spiraea ulmaria (meadowsweet, a plant rich in salicylic acid), and the standard drug suffix '-in.' The word is a compressed chemical recipe hiding inside a household name."
264,vitamin,medical_coinage,latin,10,"Polish biochemist Casimir Funk coined vitamine in 1912 — a portmanteau of Latin vita ('life') and amine, a nitrogen compound he believed all such nutrients contained. When the 1920s proved not all vitamins are amines, the final 'e' was quietly dropped to avoid the chemical implication."
265,serendipity,literary_coinage,persian,5,"Invented in a letter dated 28 January 1754 by Horace Walpole, who coined it from Serendip — the old Persian name for Sri Lanka — after a fairy tale about three princes who kept making lucky accidental discoveries. It remained obscure for nearly two centuries before mainstream use in the 1950s."
266,artery,latin_root,greek,10,"From Greek arteria, related to aer ('air') — the ancients genuinely believed arteries were windpipes carrying air, because arteries empty out completely in a corpse, leaving no blood. English physicians used 'artery' to mean 'trachea' as late as the mid-17th century."
267,bully,semantic_shift,dutch,5,"In the 1530s, 'bully' was a term of endearment meaning 'sweetheart' or 'dear friend' for either sex. Today it means someone who intimidates and terrorizes the weak."
268,egregious,semantic_shift,latin,10,"'Egregious' once meant 'distinguished, remarkably excellent' — literally 'rising above the flock' in Latin. Today it means the exact opposite: shockingly bad or outrageous."
269,villain,semantic_shift,latin,5,"A 'villain' was originally just a farmhand or feudal serf — the lowest class of peasant, from Latin 'villa' (country estate). Their social stigma turned the word into a synonym for evil."
270,naughty,semantic_shift,old english,10,'Naughty' originally meant 'having nothing' — literally needy and destitute — and then 'morally corrupt and wicked.' Today it just means a child is misbehaving.
271,buxom,semantic_shift,proto-germanic,10,'Buxom' originally meant 'obedient and compliant' — literally 'capable of being bent' — a virtue of submission. Today it describes a full-figured woman's body.
272,glamour,semantic_shift,old english,5,'Glamour' was originally a Scottish word for a magic spell or occult enchantment — casting 'glamour' on someone literally meant bewitching them. Today it means the sparkle of fashion and celebrity.
273,idiot,semantic_shift,greek,5,"In ancient Greek, an 'idiot' was simply a private citizen — an ordinary person who stayed out of public affairs and politics. Today it's one of the sharpest insults for stupidity."
274,garble,semantic_shift,arabic,10,'Garble' comes from the Arabic word for 'to sift' and originally meant to carefully sort and clean spices by removing impurities. Today it means to scramble and distort a message beyond recognition.
275,sophisticated,semantic_shift,medieval latin,10,"'Sophisticated' originally meant 'adulterated with inferior substances' — something corrupted and made impure. Today it's a compliment meaning worldly, refined, and cultured."
276,travel,semantic_shift,latin,10,"'Travel' traces back to Latin 'tripalium,' a three-staked torture device — 'to travel' originally meant to suffer and toil under agony. Today it's a leisure activity millions look forward to."
277,fond,semantic_shift,old norse,10,"Being 'fond' once meant being deranged, insane, or foolishly stupid in Middle English. By the 1570s it softened into meaning 'having deep affection for' someone."
278,nervous,semantic_shift,latin,10,"'Nervous' originally meant 'sinewy, muscular, and vigorous' — describing physical power and strength. Today it means anxious and fearful, essentially the opposite."
279,sad,semantic_shift,proto-germanic,10,"'Sad' in Old English meant 'sated, having had one's fill' — the feeling of being full and satisfied after eating. It slowly drifted through 'heavy' and 'weary' to become our word for grief."
280,geek,semantic_shift,low german,10,A 'geek' in early 20th-century American carnival slang was a sideshow performer who bit the heads off live animals. Today it's a badge of honor for someone with passionate tech or pop-culture expertise.
281,cheater,semantic_shift,latin,10,A 'cheater' was originally a royal government official who managed property that reverted to the Crown — a respectable legal role. Their notorious corruption eventually made their job title a synonym for fraud.
282,sofa,arabic_loanword,Arabic,10,From Arabic 'suffah' — a raised stone or wooden bench covered with carpets and cushions in a traditional Eastern interior; the word entered English via Turkish in the 1620s describing elevated floor sections in Ottoman rooms before shifting to its current meaning of a stuffed upholstered seat.
283,alembic,arabic_loanword,Arabic,10,"The distillation apparatus that gave the world perfume, whisky, and chemistry comes from Arabic 'al-anbiq', itself from Greek 'ambix' meaning cup; Arab alchemist Jabir ibn Hayyan perfected the device in the 9th century, and his Arabic article 'al-' still sits in the English word."
284,sugar,arabic_loanword,Arabic,10,"Traced back through Arabic 'sukkar' and Persian 'shakar' to Sanskrit 'sharkara' meaning grit or gravel — because crystallised sugar resembles coarse pebbles; the word journeyed west along trade routes before Arabs cultivated sugar cane in Sicily and Spain, making it rival honey for the first time in European history."
285,saffron,arabic_loanword,Persian,10,"The world's most expensive spice takes its name from Arabic 'za'faran', likely from Persian meaning 'golden leaves' — a fitting description for the vivid yellow stigmas of the crocus flower that Persian cultivators were harvesting as far back as the 10th century BC."
